Timestamp,Precipitation (mm),Wind Speed (m/s),Temperature (°C),Thunderstorm (0/1)
2018-01-04 00:00:00,0,0,30.13609370177519,0
2018-01-04 01:00:00,20,0,34.13274431305375,0
2018-01-04 02:00:00,10,2,29.57936782173183,0
2018-01-04 03:00:00,10,2,25.999461900747953,0
2018-01-04 04:00:00,10,15,31.81722674125498,0
2018-01-04 05:00:00,0,2,34.55509102179317,0
2018-01-04 06:00:00,0,0,26.955253531194856,0
2018-01-04 07:00:00,0,20,26.93621729180518,0
2018-01-04 08:00:00,20,0,27.513448762254995,0
2018-01-04 09:00:00,5,0,25.493163654562775,0
2018-01-04 10:00:00,0,2,33.0607313441963,0
2018-01-04 11:00:00,0,0,28.810147266251985,0
2018-01-04 12:00:00,0,10,32.74597116847842,0
2018-01-04 13:00:00,0,0,31.261500557258746,0
2018-01-04 14:00:00,10,0,26.122042545709068,0
2018-01-04 15:00:00,5,0,30.457778623895614,0
2018-01-04 16:00:00,20,2,32.16226299413156,0
2018-01-04 17:00:00,0,0,25.48576406200825,0
2018-01-04 18:00:00,0,0,29.210221473817473,0
2018-01-04 19:00:00,10,2,33.100953615111806,0
2018-01-04 20:00:00,10,0,34.82529583026504,0
2018-01-04 21:00:00,5,0,31.981411835553146,0
2018-01-04 22:00:00,10,2,28.0976465238012,1
2018-01-04 23:00:00,0,0,27.80778508986587,1
2018-01-05 00:00:00,5,10,30.86573633099139,0
2018-01-05 01:00:00,0,0,34.333026318212255,0
2018-01-05 02:00:00,0,0,27.278519650327713,0
2018-01-05 03:00:00,0,0,27.306826537072528,0
2018-01-05 04:00:00,0,0,30.125641301393774,0
2018-01-05 05:00:00,5,5,30.757028686918584,0
2018-01-05 06:00:00,0,2,34.36852901892911,1
2018-01-05 07:00:00,5,0,28.23081802384168,0
2018-01-05 08:00:00,50,0,29.27681982961354,0
2018-01-05 09:00:00,0,0,28.568911618718474,0
2018-01-05 10:00:00,0,2,32.336657056196906,0
2018-01-05 11:00:00,10,5,28.558017241580526,0
2018-01-05 12:00:00,0,0,29.353272348092485,0
2018-01-05 13:00:00,0,0,28.646610018838288,0
2018-01-05 14:00:00,0,5,25.279159253581405,0
2018-01-05 15:00:00,0,5,30.41991242954966,0
2018-01-05 16:00:00,50,0,28.942193244528106,0
2018-01-05 17:00:00,20,0,26.29446680734982,0
2018-01-05 18:00:00,5,10,31.00654064917417,0
2018-01-05 19:00:00,20,5,31.893485953407005,0
2018-01-05 20:00:00,20,0,30.117993633067904,0
2018-01-05 21:00:00,0,0,27.485283320952224,0
2018-01-05 22:00:00,20,15,30.33844076349893,0
2018-01-05 23:00:00,5,2,27.777019979422573,0
2018-01-06 00:00:00,20,5,26.501404770893934,0
2018-01-06 01:00:00,20,0,25.96365870710008,0
2018-01-06 02:00:00,0,5,26.68988280765651,0
2018-01-06 03:00:00,0,2,34.40633203022925,0
2018-01-06 04:00:00,0,0,27.89831129053454,0
2018-01-06 05:00:00,0,0,31.411612310923758,0
2018-01-06 06:00:00,20,0,32.63751976960246,0
2018-01-06 07:00:00,20,5,30.654650341650758,0
2018-01-06 08:00:00,0,5,30.069259927253803,0
2018-01-06 09:00:00,5,0,28.4881435286113,0
2018-01-06 10:00:00,0,0,27.050374256822167,0
2018-01-06 11:00:00,0,0,33.987465649917084,0
2018-01-06 12:00:00,0,0,30.99155967231472,0
2018-01-06 13:00:00,0,0,26.432915829511884,1
2018-01-06 14:00:00,50,0,32.44900527030333,0
2018-01-06 15:00:00,0,0,25.95345288691491,0
2018-01-06 16:00:00,5,15,30.196429639653807,0
2018-01-06 17:00:00,10,0,25.614343307476133,0
2018-01-06 18:00:00,0,0,29.761572486311785,0
2018-01-06 19:00:00,100,10,30.409225297066016,0
2018-01-06 20:00:00,100,0,30.02768808711469,0
2018-01-06 21:00:00,0,2,29.391356233112873,0
2018-01-06 22:00:00,0,0,27.439208961750502,0
2018-01-06 23:00:00,0,0,25.915581195295914,0
2018-01-07 00:00:00,0,2,31.26414471181218,0
2018-01-07 01:00:00,0,0,26.544750836774615,0
2018-01-07 02:00:00,5,0,28.807070884076982,0
2018-01-07 03:00:00,5,0,32.35910640220801,1
2018-01-07 04:00:00,0,5,31.065374214453335,0
2018-01-07 05:00:00,0,0,33.72902251074711,0
2018-01-07 06:00:00,50,0,31.808910319646188,0
2018-01-07 07:00:00,0,0,34.397010934900884,0
2018-01-07 08:00:00,0,2,27.151146840276095,1
2018-01-07 09:00:00,0,5,25.41266255013454,0
2018-01-07 10:00:00,100,0,25.79256241802043,0
2018-01-07 11:00:00,0,10,27.035260986813533,0
2018-01-07 12:00:00,5,2,25.529292782540615,0
2018-01-07 13:00:00,10,2,27.648816455427905,0
2018-01-07 14:00:00,0,0,33.529595269780536,0
2018-01-07 15:00:00,10,0,27.624610299067065,0
2018-01-07 16:00:00,0,10,33.16065048140049,0
2018-01-07 17:00:00,5,10,28.196923130692195,0
2018-01-07 18:00:00,5,2,29.376705830823667,0
2018-01-07 19:00:00,5,2,33.52601526477763,0
2018-01-07 20:00:00,0,0,29.92623724835281,0
2018-01-07 21:00:00,20,15,26.22921607640151,0
2018-01-07 22:00:00,0,5,28.598385977596752,0
2018-01-07 23:00:00,0,0,33.13826955922746,0
2018-01-08 00:00:00,0,5,25.708394972752526,0
2018-01-08 01:00:00,5,0,32.38539625184338,0
2018-01-08 02:00:00,5,0,32.37302463160849,0
2018-01-08 03:00:00,0,5,29.44419914354662,0
2018-01-08 04:00:00,5,2,25.202716350696345,0
2018-01-08 05:00:00,0,2,27.443355448808628,0
2018-01-08 06:00:00,5,2,27.742791613707254,0
2018-01-08 07:00:00,0,0,32.62588516031232,0
2018-01-08 08:00:00,5,0,30.37686588946346,1
2018-01-08 09:00:00,0,2,28.355400353503075,0
2018-01-08 10:00:00,50,0,31.159892129701262,0
2018-01-08 11:00:00,0,2,26.049265710640093,0
2018-01-08 12:00:00,0,2,34.95616922502613,1
2018-01-08 13:00:00,0,10,25.764994386944394,0
2018-01-08 14:00:00,50,0,33.232948248627125,0
2018-01-08 15:00:00,20,0,29.41633271326357,0
2018-01-08 16:00:00,0,20,33.87627460643021,0
2018-01-08 17:00:00,5,0,26.988401775510706,0
2018-01-08 18:00:00,20,5,30.507984221067247,1
2018-01-08 19:00:00,5,0,30.942062185856635,0
2018-01-08 20:00:00,5,10,29.649699954941354,0
2018-01-08 21:00:00,0,0,27.80481325213088,0
2018-01-08 22:00:00,0,15,33.10253101055959,0
2018-01-08 23:00:00,20,0,27.067428388159392,0
2018-01-09 00:00:00,50,2,27.614191534056772,0
2018-01-09 01:00:00,5,2,29.125618870389502,0
2018-01-09 02:00:00,0,5,33.304621140324635,0
2018-01-09 03:00:00,0,0,25.080810329886233,1
2018-01-09 04:00:00,10,0,33.94201134809197,0
2018-01-09 05:00:00,20,0,30.44407570781581,0
2018-01-09 06:00:00,20,0,25.946699475684532,0
2018-01-09 07:00:00,10,2,27.22635737557408,0
2018-01-09 08:00:00,5,0,25.7148967375911,0
2018-01-09 09:00:00,0,5,29.491377652987744,0
2018-01-09 10:00:00,0,2,25.188184372920666,0
2018-01-09 11:00:00,20,0,31.75930620774176,0
2018-01-09 12:00:00,5,0,26.185179542306166,0
2018-01-09 13:00:00,0,0,27.044575432677263,0
2018-01-09 14:00:00,0,0,25.146131253185384,0
2018-01-09 15:00:00,5,2,27.344030536238037,0
2018-01-09 16:00:00,0,2,25.375488772571558,0
2018-01-09 17:00:00,0,15,25.95883261602286,0
2018-01-09 18:00:00,5,0,34.62162602029849,0
2018-01-09 19:00:00,5,5,25.899882788285304,0
2018-01-09 20:00:00,5,5,32.86010133628539,0
2018-01-09 21:00:00,0,0,31.44656189977942,0
2018-01-09 22:00:00,10,10,27.9266058489773,0
2018-01-09 23:00:00,0,10,33.60532383602468,0
2018-01-10 00:00:00,0,0,29.748659325238574,1
2018-01-10 01:00:00,10,0,27.950316866861964,0
2018-01-10 02:00:00,5,5,32.97680530871983,0
2018-01-10 03:00:00,20,0,31.958470292875298,0
2018-01-10 04:00:00,5,5,25.79988597165172,0
2018-01-10 05:00:00,5,0,28.29567779096953,0
2018-01-10 06:00:00,0,0,31.64900154941223,0
2018-01-10 07:00:00,0,0,27.559833246692524,0
2018-01-10 08:00:00,0,0,31.150300592884193,0
2018-01-10 09:00:00,0,10,28.02357654837452,0
2018-01-10 10:00:00,100,2,27.074119231719003,0
2018-01-10 11:00:00,0,2,28.544970872196757,1
2018-01-10 12:00:00,20,0,28.608876829342357,1
2018-01-10 13:00:00,5,0,31.560249378998652,0
2018-01-10 14:00:00,10,5,30.909053330467483,0
2018-01-10 15:00:00,5,2,29.338669663090876,0
2018-01-10 16:00:00,5,10,32.47202130176661,0
2018-01-10 17:00:00,0,0,33.6319256081032,0
2018-01-10 18:00:00,0,0,25.822896490686475,0
2018-01-10 19:00:00,10,15,31.377375019945095,0
2018-01-10 20:00:00,0,0,32.12614403605543,0
2018-01-10 21:00:00,0,0,29.3839705540492,0
2018-01-10 22:00:00,5,0,25.56774996118814,1
2018-01-10 23:00:00,0,2,29.389326779429062,0
2018-01-11 00:00:00,50,2,33.7296121159062,0
2018-01-11 01:00:00,100,0,26.61312596669613,0
2018-01-11 02:00:00,50,10,28.644462546820044,1
2018-01-11 03:00:00,0,5,32.428805162227924,0
2018-01-11 04:00:00,0,0,33.74953056156156,0
2018-01-11 05:00:00,50,0,34.14148827283499,0
2018-01-11 06:00:00,0,10,32.779564614165494,0
2018-01-11 07:00:00,100,0,30.94385717425484,0
2018-01-11 08:00:00,100,2,28.494420862724084,0
2018-01-11 09:00:00,20,0,29.87340250376902,0
2018-01-11 10:00:00,0,0,25.08213345181896,0
2018-01-11 11:00:00,0,0,28.502688267892463,0
2018-01-11 12:00:00,20,2,32.25043529698402,0
2018-01-11 13:00:00,0,0,31.55392221527415,0
2018-01-11 14:00:00,0,15,25.082467567463297,0
2018-01-11 15:00:00,5,0,30.472578119065332,0
2018-01-11 16:00:00,50,5,25.07339070952553,1
2018-01-11 17:00:00,5,0,28.633089270722703,0
2018-01-11 18:00:00,5,5,34.90627867539623,0
2018-01-11 19:00:00,0,10,29.095242075096316,0
2018-01-11 20:00:00,5,0,33.928833574769165,0
2018-01-11 21:00:00,100,0,25.15941002863192,0
2018-01-11 22:00:00,0,0,32.19697548382905,0
2018-01-11 23:00:00,5,5,29.568886134011088,0
2018-01-12 00:00:00,20,5,30.469181949885115,0
2018-01-12 01:00:00,10,0,34.92705040260624,0
2018-01-12 02:00:00,5,0,28.052643773775255,0
2018-01-12 03:00:00,10,0,33.619793412616154,0
2018-01-12 04:00:00,0,0,34.16039402615257,1
2018-01-12 05:00:00,0,0,27.97635596681115,0
2018-01-12 06:00:00,20,0,25.474903201464908,0
2018-01-12 07:00:00,20,0,32.861128833737716,0
2018-01-12 08:00:00,20,10,34.334582476161984,0
2018-01-12 09:00:00,50,0,29.77607461852452,0
2018-01-12 10:00:00,5,0,33.74802229369408,0
2018-01-12 11:00:00,5,0,27.207537082307272,0
2018-01-12 12:00:00,10,15,32.56901029727444,1
2018-01-12 13:00:00,5,5,32.03393099403552,1
2018-01-12 14:00:00,10,0,30.274357669449763,0
2018-01-12 15:00:00,10,5,28.1906104350439,0
2018-01-12 16:00:00,20,5,27.5060425606644,0
2018-01-12 17:00:00,0,15,32.18755283809821,0
2018-01-12 18:00:00,0,10,30.71021309268989,0
2018-01-12 19:00:00,0,0,33.632559640783036,1
2018-01-12 20:00:00,5,0,33.20451031866533,0
2018-01-12 21:00:00,0,5,26.75786195166056,0
2018-01-12 22:00:00,0,15,27.144252536850082,1
2018-01-12 23:00:00,5,0,34.439378088594694,1
2018-01-13 00:00:00,0,0,28.763951983611683,0
2018-01-13 01:00:00,5,0,30.472507344826663,0
2018-01-13 02:00:00,0,0,29.227548550872164,1
2018-01-13 03:00:00,0,0,30.6417359118244,0
2018-01-13 04:00:00,20,0,31.75346344987993,0
2018-01-13 05:00:00,0,15,28.642522010756142,0
2018-01-13 06:00:00,0,5,28.317952286727326,0
2018-01-13 07:00:00,5,5,33.45022773403904,0
2018-01-13 08:00:00,10,0,31.177161465615175,0
2018-01-13 09:00:00,0,10,33.53534782461974,0
2018-01-13 10:00:00,5,0,33.686955133547286,0
2018-01-13 11:00:00,0,0,26.61658018772859,0
2018-01-13 12:00:00,0,15,33.00601936843117,0
2018-01-13 13:00:00,5,2,34.00282352787098,0
2018-01-13 14:00:00,5,0,29.388816779706698,0
2018-01-13 15:00:00,5,10,30.04972543297496,0
2018-01-13 16:00:00,10,15,28.753322452111604,0
2018-01-13 17:00:00,100,10,26.50651719781616,0
2018-01-13 18:00:00,5,0,30.33651600024038,0
2018-01-13 19:00:00,0,0,28.977260902147762,0
2018-01-13 20:00:00,10,0,33.228188884956204,0
2018-01-13 21:00:00,0,2,29.855275311336523,0
2018-01-13 22:00:00,0,20,34.56589577933289,0
2018-01-13 23:00:00,0,15,32.366809564055735,1
2018-01-14 00:00:00,0,10,27.327569127139135,0
2018-01-14 01:00:00,100,0,29.025681478069732,0
2018-01-14 02:00:00,20,5,31.130689445852035,0
2018-01-14 03:00:00,5,10,26.34671393931551,0
2018-01-14 04:00:00,0,0,30.084987786962355,1
2018-01-14 05:00:00,0,0,33.68548134723561,0
2018-01-14 06:00:00,0,5,26.746209704980632,0
2018-01-14 07:00:00,0,0,25.84491334103194,0
2018-01-14 08:00:00,5,10,29.96929044435278,0
2018-01-14 09:00:00,10,0,33.90966667616138,0
2018-01-14 10:00:00,5,0,32.02970357577934,1
2018-01-14 11:00:00,0,20,30.745154990061433,0
2018-01-14 12:00:00,100,20,26.74903098616651,0
2018-01-14 13:00:00,10,5,32.4281908983325,0
2018-01-14 14:00:00,5,5,31.74364581843015,1
2018-01-14 15:00:00,5,15,34.57921905440445,0
2018-01-14 16:00:00,0,10,26.237501892823826,0
2018-01-14 17:00:00,0,2,28.302188751948858,1
2018-01-14 18:00:00,0,5,29.83425493354986,1
2018-01-14 19:00:00,10,2,31.403695965448875,1
2018-01-14 20:00:00,0,2,29.69867074046837,0
2018-01-14 21:00:00,0,10,28.890144884045107,0
2018-01-14 22:00:00,0,5,28.69589267084819,0
2018-01-14 23:00:00,0,10,25.958670846211895,0
2018-01-15 00:00:00,20,0,29.090895093783182,0
2018-01-15 01:00:00,10,2,27.515574789742708,1
2018-01-15 02:00:00,0,0,27.913957245123534,0
2018-01-15 03:00:00,0,2,25.032932713609007,1
2018-01-15 04:00:00,0,2,25.36108965943559,0
2018-01-15 05:00:00,0,5,27.84789412390361,0
2018-01-15 06:00:00,0,0,26.911476601378883,0
2018-01-15 07:00:00,0,0,30.57993544464099,1
2018-01-15 08:00:00,0,10,30.128626203105192,0
2018-01-15 09:00:00,5,15,33.541217466898956,0
2018-01-15 10:00:00,5,0,25.61355805509452,0
2018-01-15 11:00:00,0,0,31.87302110214916,0
2018-01-15 12:00:00,0,0,34.09295224411317,0
2018-01-15 13:00:00,5,5,31.190237511081058,0
2018-01-15 14:00:00,5,2,33.50070111700504,0
2018-01-15 15:00:00,20,2,30.737853076787733,0
2018-01-15 16:00:00,5,2,32.775755496552634,0
2018-01-15 17:00:00,0,2,25.668989458652142,0
2018-01-15 18:00:00,0,0,26.6623241062949,0
2018-01-15 19:00:00,5,5,25.898628026446133,0
2018-01-15 20:00:00,0,5,34.11704637922816,0
2018-01-15 21:00:00,5,10,30.69092880238393,0
2018-01-15 22:00:00,50,15,28.41859105429297,0
2018-01-15 23:00:00,5,5,30.322654972137215,0
2018-01-16 00:00:00,0,0,25.091571295376355,0
2018-01-16 01:00:00,5,0,31.92997972226288,1
2018-01-16 02:00:00,0,5,27.6285629980234,0
2018-01-16 03:00:00,5,0,27.465201498631437,0
2018-01-16 04:00:00,50,0,27.439652169250206,0
2018-01-16 05:00:00,0,0,28.100674499911648,1
2018-01-16 06:00:00,100,15,31.639984874529056,0
2018-01-16 07:00:00,50,0,31.226462911233366,1
2018-01-16 08:00:00,0,0,30.94678566528123,0
2018-01-16 09:00:00,0,10,28.036562330566976,0
2018-01-16 10:00:00,0,2,32.493730012377185,0
2018-01-16 11:00:00,0,0,34.826697739314966,0
2018-01-16 12:00:00,0,5,31.283180524753604,0
2018-01-16 13:00:00,5,0,30.344308113859512,0
2018-01-16 14:00:00,0,5,26.74280116690228,0
2018-01-16 15:00:00,0,2,25.78940577372611,1
2018-01-16 16:00:00,20,0,27.25713297809117,0
2018-01-16 17:00:00,0,5,29.862944003325964,1
2018-01-16 18:00:00,20,0,27.856140383318067,0
2018-01-16 19:00:00,0,2,34.84595062981028,0
2018-01-16 20:00:00,0,10,31.173239240611586,0
2018-01-16 21:00:00,5,0,28.37239350342526,0
2018-01-16 22:00:00,5,0,32.37249025322697,0
2018-01-16 23:00:00,20,30,27.20280403077691,1
2018-01-17 00:00:00,10,2,34.102710338874424,0
2018-01-17 01:00:00,20,2,29.87311403287987,0
2018-01-17 02:00:00,0,0,30.12072785906907,0
2018-01-17 03:00:00,0,0,27.259519509307108,1
2018-01-17 04:00:00,10,2,25.167681168571512,1
2018-01-17 05:00:00,20,0,34.91245489153921,0
2018-01-17 06:00:00,100,0,32.50587581749254,0
2018-01-17 07:00:00,0,2,32.8566422633567,0
2018-01-17 08:00:00,0,0,28.303132858428768,0
2018-01-17 09:00:00,10,2,30.971396919437893,0
2018-01-17 10:00:00,0,5,28.84434755877754,0
2018-01-17 11:00:00,50,0,25.153513152504935,0
2018-01-17 12:00:00,20,5,32.97912466796345,0
2018-01-17 13:00:00,0,0,25.07856210689214,0
2018-01-17 14:00:00,10,20,30.391539921004167,0
2018-01-17 15:00:00,10,15,30.20924634412705,0
2018-01-17 16:00:00,0,5,28.55101966103847,1
2018-01-17 17:00:00,50,0,25.16584451002577,0
2018-01-17 18:00:00,5,10,31.29095385185653,1
2018-01-17 19:00:00,20,30,32.070578250734016,0
2018-01-17 20:00:00,0,0,25.096455487691223,1
2018-01-17 21:00:00,20,2,28.248957350822735,0
2018-01-17 22:00:00,0,0,30.347960245288473,0
2018-01-17 23:00:00,0,0,34.74139221107964,0
2018-01-18 00:00:00,50,2,30.520053571963437,0
2018-01-18 01:00:00,0,2,33.27906353746163,0
2018-01-18 02:00:00,0,0,29.38893098037128,0
2018-01-18 03:00:00,100,0,25.316295477832604,0
2018-01-18 04:00:00,100,5,28.251811704964737,0
2018-01-18 05:00:00,5,0,29.343796915672126,0
2018-01-18 06:00:00,5,2,30.06083282519617,0
2018-01-18 07:00:00,0,2,27.597645364090855,1
2018-01-18 08:00:00,0,2,29.383887020239385,1
2018-01-18 09:00:00,0,0,28.907257800731294,0
2018-01-18 10:00:00,5,2,26.511127609643488,0
2018-01-18 11:00:00,10,0,32.17716891578946,0
2018-01-18 12:00:00,10,5,28.3149049529118,1
2018-01-18 13:00:00,10,0,28.143130709706757,0
2018-01-18 14:00:00,0,0,25.7639760538661,0
2018-01-18 15:00:00,0,0,34.23642709247672,0
2018-01-18 16:00:00,0,5,31.680721185680007,0
2018-01-18 17:00:00,5,5,32.424483196473524,0
2018-01-18 18:00:00,0,0,32.00773361348655,0
2018-01-18 19:00:00,20,2,26.591623767257644,0
2018-01-18 20:00:00,0,0,26.291893231707625,0
2018-01-18 21:00:00,0,5,34.45523491979926,1
2018-01-18 22:00:00,0,0,25.15701611154429,0
2018-01-18 23:00:00,10,5,33.84261315909027,0
2018-01-19 00:00:00,5,10,34.17677105528117,0
2018-01-19 01:00:00,0,20,30.537789458504648,0
2018-01-19 02:00:00,0,10,28.73166062787275,1
2018-01-19 03:00:00,10,0,30.939012076857388,0
2018-01-19 04:00:00,0,0,30.430294829004303,1
2018-01-19 05:00:00,20,0,34.762586256283285,1
2018-01-19 06:00:00,10,0,28.508911571419524,0
2018-01-19 07:00:00,0,0,30.95070812830029,0
2018-01-19 08:00:00,0,2,30.24534262231878,0
2018-01-19 09:00:00,100,2,26.706280651638178,0
2018-01-19 10:00:00,0,10,33.74823897222667,0
2018-01-19 11:00:00,0,0,27.071499780986798,1
2018-01-19 12:00:00,20,2,31.0514869158148,0
2018-01-19 13:00:00,50,0,28.55562980702052,0
2018-01-19 14:00:00,100,5,33.470967797875495,0
2018-01-19 15:00:00,10,10,33.4850262617087,0
2018-01-19 16:00:00,0,0,26.420510153303322,0
2018-01-19 17:00:00,0,0,34.52785840689117,1
2018-01-19 18:00:00,10,0,26.453634941309524,0
2018-01-19 19:00:00,5,5,29.545435626263625,0
2018-01-19 20:00:00,0,0,31.983171904189277,0
2018-01-19 21:00:00,50,5,29.06096579658719,0
2018-01-19 22:00:00,0,5,30.54621090738764,1
2018-01-19 23:00:00,0,2,34.962922061110596,1
2018-01-20 00:00:00,0,5,27.580742301343417,0
2018-01-20 01:00:00,0,5,32.62216648472046,0
2018-01-20 02:00:00,0,2,31.58933015171116,0
2018-01-20 03:00:00,0,0,34.47238496874026,0
2018-01-20 04:00:00,0,2,26.003751563607334,0
2018-01-20 05:00:00,5,2,27.681677823503552,0
2018-01-20 06:00:00,10,15,32.66142802399889,0
2018-01-20 07:00:00,5,2,33.18131360034585,1
2018-01-20 08:00:00,100,2,32.160028329360955,0
2018-01-20 09:00:00,0,2,26.51833408780226,0
2018-01-20 10:00:00,0,0,28.30454182460967,1
2018-01-20 11:00:00,20,0,27.247066986927333,0
2018-01-20 12:00:00,0,0,32.64943648216485,0
2018-01-20 13:00:00,100,0,33.93707404307804,0
2018-01-20 14:00:00,0,0,31.128217507249644,0
2018-01-20 15:00:00,100,2,26.56264005945625,0
2018-01-20 16:00:00,0,10,33.683843199417055,0
2018-01-20 17:00:00,20,5,29.35846393622229,0
2018-01-20 18:00:00,5,0,26.746311044436055,0
2018-01-20 19:00:00,100,0,31.20503732176676,0
2018-01-20 20:00:00,0,0,25.837745053425365,1
2018-01-20 21:00:00,5,0,30.99209142268188,0
2018-01-20 22:00:00,100,0,34.71548458206587,0
2018-01-20 23:00:00,5,2,30.935444535667532,0
2018-01-21 00:00:00,5,0,33.56884996457283,0
2018-01-21 01:00:00,5,0,33.652150728808756,1
2018-01-21 02:00:00,0,2,26.668613761669846,0
2018-01-21 03:00:00,5,0,31.7017042183017,0
2018-01-21 04:00:00,5,2,30.34070372635143,0
2018-01-21 05:00:00,50,0,25.45929077316679,0
2018-01-21 06:00:00,0,0,26.853593012981694,0
2018-01-21 07:00:00,0,0,26.7012097511016,1
2018-01-21 08:00:00,100,0,31.20020625575717,1
2018-01-21 09:00:00,20,0,26.57630299766466,0
2018-01-21 10:00:00,0,0,28.043837834593145,0
2018-01-21 11:00:00,5,0,26.080496158901813,0
2018-01-21 12:00:00,0,5,25.61248496038783,0
2018-01-21 13:00:00,0,0,34.97271522742135,0
2018-01-21 14:00:00,0,0,28.961283778721576,1
2018-01-21 15:00:00,0,2,30.017094134612012,0
2018-01-21 16:00:00,5,2,25.36436954501465,0
2018-01-21 17:00:00,0,0,26.60236999474186,0
2018-01-21 18:00:00,100,0,30.988865968015958,1
2018-01-21 19:00:00,100,0,29.002706544402486,0
2018-01-21 20:00:00,5,0,31.121877484434773,0
2018-01-21 21:00:00,5,2,28.100908930640152,0
2018-01-21 22:00:00,0,5,29.915624707989814,0
2018-01-21 23:00:00,20,5,34.105350469271556,0
2018-01-22 00:00:00,5,0,31.168297884565803,0
2018-01-22 01:00:00,0,5,32.120460172408606,1
2018-01-22 02:00:00,50,10,34.25284129816367,0
2018-01-22 03:00:00,20,0,32.1552492452435,0
2018-01-22 04:00:00,50,0,31.472392847496778,1
2018-01-22 05:00:00,10,5,33.53486952120292,0
2018-01-22 06:00:00,5,5,31.92826710487672,1
2018-01-22 07:00:00,0,2,31.02229284346523,0
2018-01-22 08:00:00,50,10,27.399734323159105,0
2018-01-22 09:00:00,20,0,25.261238880903143,0
2018-01-22 10:00:00,0,0,29.20816066843411,0
